"start","end","text"
"318510","321610"," trader 10 times faster, because it improves focus."
"322370","324110"," Now the next rule is that order blocks"
"324110","325830"," are a one-time use. "
"326290","328370"," So in this case right here, look at"
"328370","329010"," what price did."
"329010","332190"," The second candle after the drastic move after"
"332190","335150"," price has created this inefficiency, it actually went"
"335150","337410"," back down to touch this order block that"
"337410","338550"," we have created earlier."
"339010","341630"," So this was once again the inefficiency and"
"341630","342830"," then this is the order block. "
"343010","344550"," And you can see the second candle actually"
"344550","346790"," come back down touches the order block before"
"346790","347450"," going up."
"347910","349770"," So this is what we call a mitigated"
"349770","350310"," order block."
"350630","353070"," Price has already touched the order block and"
"353070","353610"," then go. "
"353610","356090"," We don't want something that is used, we"
"356090","358070"," want something that is new and this means"
"358070","360090"," that this order block is invalid."
"360850","362670"," Now let's look at another scenario here where"
"362670","365850"," the second candle after the inefficiency actually did"
"365850","367730"," not touch the order block."
"368270","370610"," So in this case, this is an unmitigated"
"370610","372990"," order block and that makes it a valid"
"372990","374010"," order block. "
"374510","376390"," Now those are the three rules that define"
"376390","379110"," whether an order block is valid or invalid."
"379110","381370"," And you want to make sure that you"
"381370","383650"," preserve your capital so that you can actually"
"383650","385890"," trade the high priority order blocks."
"386310","388270"," The order blocks that actually work instead of"
"388270","391010"," wasting your precious hard earned money on those"
"391010","392370"," order blocks that were failed. "
"392750","393990"," Now let's go to the charts so that"
"393990","395830"," I can show you my own profitable order"
"395830","398450"," blocks trading strategy that actually works."
"398830","400630"," Okay for this strategy to work, you have"
"400630","404050"," to understand the basics of market structure and"
"404050","405410"," what I call the market shift."
"405410","408130"," So let's look at the bullish scenario first. "
"408830","410110"," So in this example right here, you can"
"410110","411790"," see price has created a higher high, higher"
"411790","413750"," low and another higher high."
"414450","415810"," And right now you can see price has"
"415810","417710"," just broke the last higher low."
"418190","420130"," When this happens, this is what we call"
"420130","421350"," a market shift, right?"
"421550","423050"," So this is what we call a market"
"423050","423390"," shift. "
"423890","426210"," So right here, this market shift has told"
"426210","428370"," us that there is a potential trend change."
"428710","431010"," There is a potential that this uptrend is"
"431010","433210"," done and right now price is going to"
"433210","434750"," reverse to become a downtrend."
"434750","436270"," At this point of time, after you have"
"436270","438250"," spotted the market shift, what you want to"
"438250","441790"," do is to look for the inefficiency which"
"441790","444070"," will be somewhere right around here that push"
"444070","446210"," price all the way down here and break"
"446210","447450"," through the last higher low. "
"447990","449690"," And then you can draw an order block"
"449690","450550"," right here."
"450850","452750"," If you remember how we draw our order"
"452750","455030"," block is basically the candle that is before"
"455030","456110"," the inefficiency."
"456730","458550"," So what we want to do next is"
"458550","460630"," to patiently wait, right?"
"460630","463010"," We want to wait for price to go"
"463010","466770"," back up to actually retest this order block"
"466770","467650"," right here. "
"468490","470130"," Remember just now price created some sort of"
"470130","472250"," inefficiency right here and price has to come"
"472250","473910"," back up to this order block area to"
"473910","475550"," fill up that inefficiency."
"476050","477850"," After price has come back up to mitigate"
"477850","479670"," this order block, that is when we can"
"479670","482310"," look for our sell position right here, place"
"482310","484050"," our stop blocks above the order block and"
"484050","485850"," place our tech profit maybe all the way"
"485850","487390"," down to this low right here."
"487390","489630"," And you will start seeing price literally collapse"
"489630","491310"," and you can see price has just created"
"491310","494170"," a lower high and a potential lower low"
"494170","494730"," right here. "
"495150","496630"," And that is how price has shift from"
"496630","499290"," an uptrend to a downtrend, a proper reversal."
"500070","501330"," Now if you look at a bearish scenario,"
"501330","503490"," it's pretty much the opposite of the bullish"
"503490","504210"," scenario."
"504450","505850"," In a downtrend, price is creating a lower"
"505850","507670"," highs and lower lows. "
"507870","508850"," Why is it lower highs here?"
"509210","510090"," It's actually lower lows."
"510470","511789"," So price is creating a lower highs and"
"511789","512250"," lower lows."
"512730","514190"," And what we want to do is to"
"514190","516789"," wait for some sort of market shift, right?"
"516789","518950"," And this is the last lower high. "
"519309","520789"," So in order for market shift to happen,"
"521289","523450"," price has to break through the last lower"
"523450","524570"," high right there."
"524810","527770"," And there we have your market shift right"
"527770","530170"," here, ladies and gentlemen."
"530810","532010"," So what we want to do is to"
"532010","533830"," wait for price to come back down to"
"533830","536050"," this order block that created this market shift,"
"536290","538290"," which will be somewhere right around here. "
"538290","541110"," So wait for price patiently until price comes"
"541110","543650"," back down here, mitigate this order block and"
"543650","545230"," then that is when we can enter for"
"545230","548410"," our buy position right here and take it"
"548410","549710"," all the way up."
"550110","552950"," Now as simple as that sounds, how do"
"552950","555870"," you know that price is ready to go"
"555870","556310"," up?"
"556530","558430"," What is the perfect timing, right?"
"558710","560450"," So that is why when price reaches this"
"560450","562130"," order block, what we want to do is"
"562130","564530"," to drop down to the small timeframe, like"
"564530","566630"," the 15 minute timeframe to look for our"
"566630","567110"," entry."
"567110","569110"," Look for another market shift. "
"569530","570430"," Let me show you what I mean."
"570790","572150"," So before you do anything, the first thing"
"572150","573470"," you always want to do is to make"
"573470","575730"," sure that you identify the trend direction."
"576250","577670"," And in this case, we can see that"
"577670","580190"," price is creating a higher highs and higher"
"580190","581810"," lows and another higher high. "
"582090","583910"," So that is why price is creating a"
"583910","585550"," break of structure right here."
"585810","587230"," So this is what we call a break"
"587230","588530"," of structure, right?"
"589070","591210"," This high has just broken past the last"
"591210","592030"," high earlier."
"592470","594050"," Now these are the highs, so where are"
"594050","594270"," the lows?"
"594270","596450"," So this would be the last higher low"
"596450","597470"," right here, right?"
"597590","599390"," So this is the last higher low right"
"599390","599650"," here. "
"600230","601810"," So in order for market shift to happen,"
"601890","603790"," we want to wait for price to actually"
"603790","607210"," pierce through the last higher low to give"
"607210","609970"," us a signal that tells us that the"
"609970","611050"," trend is about to change."
"611630","613150"," So in this scenario, we are still patiently"
"613150","615450"," waiting and you can see right here, price"
"615450","617810"," has just broken past the last higher low"
"617810","620890"," and just continue going down, creating what we"
"620890","623310"," call a market shift right here."
"623310","625350"," Now at this point of time, after price"
"625350","626910"," has created our market shift, we don't want"
"626910","627570"," to do anything. "
"627950","630050"," Remember, we want to wait for price to"
"630050","633210"," get to our order block that created this"
"633210","633970"," market shift."
"634570","635630"," So at this point of time, what we"
"635630","636910"," could have done is that go down to"
"636910","638550"," like the smaller timeframe or even a 15"
"638550","639030"," minute timeframe."
"639470","641210"," And you can see there is an inefficiency"
"641210","642490"," being formed right here, right?"
"642570","645250"," There's a lot of liquidity right here. "
"645330","646850"," This is where smart money have entered for"
"646850","647210"," the trade."
"647210","649450"," First step, identify your inefficiency."
"649870","651790"," Second step is to look for the candle"
"651790","654790"," before this inefficiency is formed, which will be"
"654790","655310"," right here. "
"658360","659420"," And you can just drag it out and"
"659420","661100"," you can see this is the order block."
"661660","663160"," But bear in mind, this is the extreme"
"663160","664020"," order block, right?"
"664120","666600"," This is like the highest point before price"
"666600","667200"," went down."
"667540","669820"," And you can actually spot another order block"
"669820","670680"," right here, right?"
"670740","672400"," There's another order block right here because there's"
"672400","675960"," actually another liquidity push right here that actually"
"675960","677440"," costs this market shift right here. "
"677440","680700"," So right here, we have another mini order"
"680700","681800"," block right here."
"682280","683720"," So right now we have an extreme order"
"683720","685720"," block and a normal order block."
"686620","688180"," And the thing about price is that price"
"688180","690700"," usually will not come up to this extreme"
"690700","691460"," order block. "
"693460","695940"," Because price has already skipped liquidity."
"696520","697720"," So what you want to do is to"
"697720","699380"," wait for price to come back up to"
"699380","701960"," this order block that actually created this mini"
"701960","703500"," lower high right here."
"703500","704760"," So at this point of time, we are"
"704760","706800"," still patiently waiting for price to get back"
"706800","708540"," up to this order block right here. "
"708940","710220"," So in this case, what you have done"
"710220","711880"," is to place like a sell limit order"
"711880","713500"," at this order block right here."
"713600","715000"," So that when price comes up to mitigate"
"715000","717360"," this order block, you will automatically get into"
"717360","718060"," a sell position."
"718220","719500"," Your broker will do it for you. "
"719800","720920"," Or another thing you can do is to"
"720920","722720"," actually place an alert at this area."
"723140","725060"," So that when price touches this order block,"
"725440","727180"," your broker, I mean trading view will send"
"727180","729020"," you a message telling you that, Hey bro,"
"729060","730760"," you should enter for a sell position right"
"730760","731040"," now."
"731040","732880"," So in this case, I'll place like a"
"732880","734320"," sell limit order right here. "
"734620","736380"," And I'll place my stop blocks above this"
"736380","737360"," order block right here."
"737520","739720"," And my tech profit most likely all the"
"739720","741680"," way down here at this next order block."
"741860","742880"," You can see if you look towards the"
"742880","745060"," left, this is another inefficiency. "
"745460","746880"," And you can see there's actually another order"
"746880","747900"," block right there."
"748060","749760"," So right now we are still patiently waiting."
"750080","751300"," And you can see price is slowly getting"
"751300","752780"," up to this order block right here. "
"752860","755400"," And it's not touching the order block yet."
"755440","757180"," So we don't want to enter for the"
"757180","757740"," trade yet."
"757740","759900"," So we still wait and wait and wait"
"759900","763560"," and wait patiently until price mitigate the order"
"763560","764280"," block right here. "
"764400","766820"," You can see the movement price touches this"
"766820","767380"," order block."
"767560","770240"," Price actually created this downward move right here."
"770760","771940"," So you could even go down to the"
"771940","773780"," 5 minute time frame or even the 1"
"773780","774380"," minute time frame. "
"774580","776960"," And you can see that there's actually already"
"776960","778460"," a market shift."
"778640","780780"," There's already a trend change."
"781220","782900"," You can see what I'm talking about here"
"782900","786280"," is price was actually doing this mini retracement. "
"786280","788300"," Creating your higher highs, higher lows, higher highs"
"788300","790340"," and higher lows."
"790340","792120"," And look at what happens right here."
"792460","795880"," This is the last higher low somewhere right"
"795880","796380"," around here. "
"796520","798320"," And you can see there's another market shift"
"798320","799320"," right here."
"799840","801280"," Another market shift right here."
"802220","804020"," And look, when price created this market shift,"
"804500","804940"," guess what?"
"805380","807540"," Price also created the order block that lead"
"807540","809840"," to this market shift which is somewhere right"
"809840","810680"," around here. "
"811340","812340"," And look at what price did."
"812340","815060"," Price comes back up to mitigate this order"
"815060","816200"," block right here."
"816200","818200"," So in this case, this is like our"
"818200","820260"," small time frame order block. "
"820440","821700"," So this could be like a 5 minute"
"821700","822440"," order block right."
"823100","824620"," And if you genuinely want to get that"
"824620","825660"," sniper entry right."
"825800","827280"," What you could have done is to get"
"827280","829980"," in on this 5 minute order block. "
"830740","832420"," And actually take it all the way down"
"832420","832640"," here."
"832800","833960"," And in that case, you will have like"
"833960","836140"," a valley type stop block right there."
"837740","840320"," But in this case, let's assume that you"
"840320","841560"," did not get the best entry on this"
"841560","841840"," trade. "
"841840","844220"," And you actually ended up entering right here"
"844220","845620"," for a sell limit order."
"845700","847840"," Because price has mitigated this order block on"
"847840","848700"," the higher time frame."
"849060","851680"," And look at what price does next. "
"852520","854140"," Price eventually goes down."
"854680","856180"," Smash or take profit with a lot of"
"856180","856540"," liquidity."
"857180","858920"," I really want to make sure that I"
"858920","862300"," emphasize the importance of order blocks by asking"
"862300","864260"," you to look at the candlesticks. "
"864860","869400"," This show us liquidity, momentum, selling pressure."
"869400","871820"," And that is all because the smart money"
"871820","873800"," has entered the trade at this order block"
"873800","875260"," earlier that we have right here."
"875640","877200"," And also even enter at this 5 minute"
"877200","878300"," order block right here. "
"878780","881620"," And that results in this drastic move."
"882020","884640"," This is really how powerful order blocks can"
"884640","887560"," be if you genuinely grasp the concept of"
"887560","887760"," it."
"887980","889000"," Now as you can see, the market is"
"889000","889640"," fractal right. "
"889980","891860"," This pattern that we see earlier on the"
"891860","892820"," one hour time frame."
"892980","895100"," Remember our entry model where we look for"
"895100","897240"," the market shift and then inefficiency and then"
"897240","898240"," the order block right here."
"898240","900540"," It shows you the exact same thing on"
"900540","901680"," a 5 minute time frame. "
"902280","903820"," So this is the proof that this order"
"903820","906240"," block strategy works on all time frames."
"906880","909040"," But ideally you want to start off from"
"909040","910540"," like at least the 4 hour or the"
"910540","911340"," 1 hour time frame."
"911560","913600"," And then slowly go down to the 15"
"913600","915460"," minute or 5 minute time frame to look"
"915460","916500"," for your entry. "
"916860","918380"," Now that I've shown you a bullish scenario,"
"918500","920160"," let me show you a bearish scenario."
"920660","923060"," So the funny thing is I've actually taken"
"923060","923540"," this trade."
"923640","925260"," So this is somewhat like a trade recap"
"925260","925720"," for me. "
"925720","927840"," I took this trade about last week and"
"927840","929740"," it played out pretty well."
"929920","931040"," So you know what, let me just explain"
"931040","931460"," to you."
"931900","933740"," So in this case, price is downtrend right. "
"933840","935740"," Because price is getting lower highs, lower lows,"
"935960","938180"," lower highs and another lower lows somewhere right"
"938180","938660"," down here."
"939380","941280"," And right here price has given us an"
"941280","942000"," inefficiency."
"942380","943760"," Where you can see price has maybe approached"
"943760","947520"," this major key demand zone or support level"
"947520","948580"," whatever you like to call it. "
"948700","950220"," And price has started reversing."
"950780","952440"," In this case, this is what we have"
"952440","954100"," as your inefficiency."
"954600","956580"," So I can use the box to mark"
"956580","957980"," up the high and the low of the"
"957980","961100"," candle before the inefficiency happen creating your order"
"961100","962040"," block right here. "
"962520","963660"," So like I said, the next thing you"
"963660","965300"," want to do is to wait for the"
"965300","966460"," market shift to happen."
"966740","967900"," So maybe I'll drop down to the 1"
"967900","969880"," hour time frame and I can see that"
"969880","973740"," okay, that is actually a lower high right"
"973740","974100"," here."
"974640","976660"," Price is actually creating a lower high right"
"976660","976820"," here. "
"976880","979120"," This is the last lower high before price"
"979120","980860"," has came back down to this area here"
"980860","982280"," and create this new lower low."
"982280","984300"," So price is most likely going to break"
"984300","986700"," through this last lower high creating your market"
"986700","987020"," shift."
"987260","989840"," And then come back down to this order"
"989840","991020"," block and that is when we can look"
"991020","992960"," for our buy position right here. "
"993440","995360"," So in this case, we are waiting patiently"
"995360","995620"," right."
"995780","996640"," We are waiting very patiently."
"998840","1000400"," And you can see right here price has"
"1000400","1003780"," actually broken past the high that we have"
"1003780","1004160"," earlier. "
"1004300","1005600"," Remember this is the lower high right here"
"1005600","1007240"," and you can see this weak right here"
"1007240","1009940"," has pierced through that last lower high creating"
"1009940","1011140"," your market shift."
"1011140","1015500"," So in this scenario, we have market shift"
"1015500","1018220"," and now we have price come back down"
"1018220","1020640"," to retest this order block that created this"
"1020640","1024780"," inefficiency and actually created some sort of liquidity"
"1024780","1029640"," and we can see that by looking at"
"1029640","1030720"," this candle right here."
"1030859","1032920"," You can see this candle is the body"
"1032920","1034800"," is actually bigger than this one right here. "
"1035000","1037079"," So there was bullish momentum at this area"
"1037079","1037619"," right here."
"1037619","1039099"," So at this point of time, I'm going"
"1039099","1040599"," to drop down to my smaller time frame"
"1040599","1042560"," like the 15 minute time frame to look"
"1042560","1043800"," for my entry."
"1044520","1045720"," And when I dropped down to my 15"
"1045720","1048080"," minute time frame, I saw price created this"
"1048080","1050180"," another inefficiency right here. "
"1050240","1052040"," You can see this is an inefficiency right."
"1052500","1054000"," So what I did was that I actually"
"1054000","1055700"," entered for a buy position right here."
"1055960","1057660"," But a more sniper entry would be to"
"1057660","1059080"," wait for price to come back down to"
"1059080","1061900"," this mini 15 minute order block right here. "
"1061940","1063520"," Then look for your entry somewhere here."
"1063520","1066300"," But I entered for a buy position right"
"1066300","1067960"," here and I placed my stop loss below"
"1067960","1069220"," this last higher low."
"1069280","1071300"," Because you can see price was creating lower"
"1071300","1072800"," highs, lower lows, lower highs, lower lows. "
"1073160","1074540"," And now price has shift right."
"1074660","1076920"," The trend has shift to higher highs, higher"
"1076920","1079700"," lows, higher highs and this is a new"
"1079700","1080340"," higher low."
"1080760","1081960"," So I placed my stop loss below this"
"1081960","1083760"," last higher low and I placed my tick"
"1083760","1086960"," profit all the way up to the next"
"1086960","1087240"," area. "
"1087520","1089400"," The next demand zone which is like all"
"1089400","1090540"," the way up here or some shit."
"1090900","1091980"," This order block right here."
"1092860","1095360"," This extreme order block right here was my"
"1095360","1096060"," tick profit area. "
"1096960","1099840"," But this trade actually didn't went up to"
"1099840","1100900"," hit my tick profit area."
"1101600","1104140"," So in honesty right here, I'm gonna be"
"1104140","1106140"," 100% transparent with you guys to tell"
"1106140","1108540"," you that you shouldn't aim for this extreme"
"1108540","1109080"," order block."
"1109300","1110640"," You should aim for the next order block"
"1110640","1112720"," which could be somewhere right around here. "
"1113000","1115600"," Somewhere right around here, there's this market shift"
"1115600","1118140"," area, this lower high being from right here."
"1118260","1119980"," This is the last high and there's some"
"1119980","1121360"," sort of demand area right here."
"1121360","1123300"," And you can aim for that easily. "
"1123920","1125580"," Now in this case, this was a 1"
"1125580","1127960"," is to 1 risk to reward ratio which"
"1127960","1128800"," is not ideal."
"1129000","1131000"," So I will actually advise you to drop"
"1131000","1132720"," down to the 5 minute timeframe to look"
"1132720","1133960"," for a better entry."
"1134380","1135720"," Right when price has come back down to"
"1135720","1138200"," this order block right, you could immediately enter"
"1138200","1140600"," for this trade by placing like a buy"
"1140600","1143460"," limit order at this price right here. "
"1144080","1146360"," And just immediately enter for the trade when"
"1146360","1147740"," price has touched this order block."
"1147740","1149760"," I entered right here which is a little"
"1149760","1151900"," bit too late but literally the best entry"
"1151900","1153960"," price would be when price has mitigated this"
"1153960","1154420"," order block."
"1154960","1156740"," And you can take profit at this area"
"1156740","1157620"," that we have right here. "
"1157780","1158900"," So in that case, that is a 1"
"1158900","1161100"," is to 5 risk to reward ratio."
"1161740","1163940"," And you can see price actually slowly went"
"1163940","1165800"," up and smashed the tick profit right here."
"1166260","1167360"," Now as always, I want to be the"
"1167360","1169760"," guy that's 100% transparent and honest with"
"1169760","1170080"," you. "
"1170560","1172020"," And just be honest with you and tell"
"1172020","1173220"," you that my tick profit did not hit"
"1173220","1173460"," right."
"1173720","1174660"," Price did not went all the way up"
"1174660","1175920"," here to this extreme order block."
"1175920","1178160"," Price actually come back up to this order"
"1178160","1179260"," block area right here. "
"1179260","1181060"," And that's all trading is about right."
"1181560","1184280"," Learning from the mistakes, adjusting your trading strategy"
"1184280","1186040"," so that you do not commit the same"
"1186040","1187040"," mistakes again."
"1187260","1188660"," And that is how you can improve as"
"1188660","1189020"," a trader. "
"1189500","1190680"," I learned my mistake and now I'm just"
"1190680","1193500"," sharing the lesson that I learned from this"
"1193500","1194400"," mistake with you guys."
"1194600","1196200"," So that you guys do not make the"
"1196200","1198840"," same mistake I did and actually lose money"
"1198840","1199380"," like I did."
"1200220","1201480"," Okay, I didn't lose money. "
"1201600","1202980"," I actually broke even on this trade."
"1203100","1204040"," Alright, let's make that clear."
"1204040","1205760"," Because I was smart enough to move my"
"1205760","1207400"," stop loss into a breakeven right here. "
"1207480","1208580"," Yo, this is Brett."
"1208860","1211740"," So I actually took a live trade after"
"1211740","1214680"," this video was recorded based on the exact"
"1214680","1216720"," same order block trading strategy that I told"
"1216720","1218130"," you guys in that tutorial."
"1219220","1221060"," So as you can see right here, this"
"1221060","1222720"," was the market shift that we can see"
"1222720","1223260"," right here. "
"1223780","1226500"," And then this was like the order block"
"1226500","1228280"," that kind of created that market shift somewhere"
"1228280","1228840"," around here."
"1229020","1230460"," And price has tapped into it right there."
"1230480","1232260"," And now it's going up right now. "
"1232260","1233640"," And I entered a little bit too late"
"1233640","1234720"," because I wasn't looking at the charts."
"1234920","1236520"," I was busy recording this goddamn video for"
"1236520","1236840"," you guys."
"1237220","1237900"," So I entered right here. "
"1239100","1240460"," And I wouldn't say it's too late."
"1240720","1242920"," I mean, it's pretty too late."
"1243180","1245940"," But that doesn't mean that we cannot enter"
"1245940","1246300"," the trade. "
"1246460","1248180"," That doesn't mean that there is no opportunity,"
"1248440","1248680"," right?"
"1248920","1250320"," Once I saw this liquidity, I knew that"
"1250320","1251360"," I had to ship my shot so that"
"1251360","1252220"," I can prove to you guys that this"
"1252220","1253400"," strategy actually works somehow."
"1254360","1255420"," So I entered for this trade right here."
"1255960","1258940"," And another thing was because this was actually"
"1258940","1262680"," an old order block from on a 4 "
"1262680","1263940","-hour time frame, if I'm not wrong. "
"1264100","1265400"," On a 1-hour time frame right here,"
"1265500","1266800"," you can see right here."
"1267660","1269480"," This is an old order block."
"1269680","1270940"," And you can see price has mitigated this"
"1270940","1271580"," area as well. "
"1271820","1273760"," So not only price has mitigated this 1 "
"1273760","1274800","-hour order block right here."
"1275040","1276800"," But it has also mitigated the 15-minute"
"1276800","1278320"," order block that we have right here, somewhere"
"1278320","1278960"," right around here."
"1281960","1285220"," So I'm going to check back again to"
"1285220","1286960"," show you guys the results of this trade,"
"1287300","1288640"," probably in a few hours. "
"1289340","1290840"," And if it's a win, it's a win."
"1291000","1292060"," If it's a loss, it is a loss."
"1292200","1292960"," It is what it is. "
"1293280","1295540"," Just going to see how you guys do"
"1295540","1295880"," it."
"1296140","1297620"," I mean, see how I do it in"
"1297620","1297880"," life."
"1298340","1299540"," So as you can see, this is purely"
"1299540","1301960"," live IG account, live account. "
"1302280","1305720"," And then you can see that this was"
"1305720","1307040"," a trade that I entered, right?"
"1307040","1308840"," This is a little bit of a drawdown"
"1308840","1309320"," right now."
"1309640","1311300"," But we're just going to be patient and"
"1311300","1313300"," hold this trade and see how it ends"
"1313300","1313900"," up, you know?"
"1314180","1316020"," If it's a profit or a loss, it"
"1316020","1317260"," is what it is."
"1318420","1319840"," And yeah, hopefully it's a win so that"
"1319840","1321380"," I can actually prove to you guys that,"
"1321380","1321760"," you know what?"
"1321820","1324400"," This strategy is actually legit and I'm not"
"1324400","1325100"," spitting bullshit. "
"1328440","1330760"," So we're after the buy position right here."
"1331240","1332960"," And right now, price is somewhere right around"
"1332960","1333260"," here."
"1333500","1334600"," And at first, my tech property was all"
"1334600","1335380"," the way up here. "
"1335800","1337120"," But of course, today is a Friday and"
"1337120","1338160"," I don't want to hold a trade over"
"1338160","1338500"," the weekend."
"1338500","1339940"," So I decided to take profit at this"
"1339940","1341920"," supply zone area right here."
"1342400","1343220"," So I got out of the trade, as"
"1343220","1344300"," you can see, right here. "
"1345080","1346380"," Two hundred fat bucks."
"1347020","1348680"," I guess this just proves that our order"
"1348680","1351740"," block strategy is quite useful because right after"
"1351740","1353320"," I entered for this trade right here, you"
"1353320","1355520"," can see liquidity entered into the market and"
